Time,Speed(MPH),Location,County,State,LAT,LON,Remarks,,
315,UNK,2 NNW HUNTINGTOWN,CALVERT,MD,38.64,-76.63,ONE FOOT DIAMETER TREE ONTO POWERLINES ALONG WARREN DR. (LWX),,
315,UNK,2 SE CLARKSBURG,MONTGOMERY,MD,39.22,-77.26,12 INCH DIAMETER DOWN ONTO POWERLINES BETWEEN NORTH FREDERICK RD AND STONEHEDGE ST (LWX),,
315,UNK,2 WNW HUNTINGTOWN,CALVERT,MD,38.63,-76.65,2 INCH TREE BRANCHES BROKEN OFF. (LWX),,
316,58,1 NNW EASTPORT,ANNE ARUNDEL,MD,38.99,-76.49,(LWX),,
316,71,1 WSW WALDORF,CHARLES,MD,38.63,-76.93,(LWX),,
316,UNK,ALBIN,FREDERICK,VA,39.22,-78.2,2 FOOT DIAMETER TREE INTO A HOUSE WITH 1 ENTRAPMENT ALONG INDIAN HOLLOW RD (LWX),,
318,UNK,HIGHLANDTOWN,BALTIMORE CITY,MD,39.28,-76.55,TREE BRANCH 8 INCHES IN DIAMETER THROWN THROUGH A WINDSHIELD OF A CAR ALONG SOUTH FULTON ST. (LWX),,
318,UNK,KING GEORGE,KING GEORGE,VA,38.27,-77.18,NUMEROUS TREES DOWN THROUGHOUT THE COUNTY (LWX),,
318,UNK,NORTH BEACH,ANZ533,MD,38.7,-76.53,TREE 6 TO 8 INCHES IN DIAMETER SNAPPED 20 FEET FROM TOP. (LWX),,
318,UNK,NORTH BEACH,CALVERT,MD,38.7,-76.53,TREE 6 TO 8 INCHES IN DIAMETER SNAPPED 20 FEET FROM TOP. (LWX),,
318,UNK,PARKVILLE,BALTIMORE,MD,39.38,-76.56,SEVERAL TREES DOWN. (LWX),,
318,UNK,2 W CALIFORNIA,ST. MARYS,MD,38.3,-76.54,LARGE TREES DOWN IN NEIGHBORHOOD. (LWX),,
318,UNK,3 NNW BALDWIN,HARFORD,MD,39.54,-76.48,TREES AND WIRES DOWN ON GREENE ROAD. (LWX),,
320,UNK,2 NNE HICKORY,HARFORD,MD,39.61,-76.33,TREE DOWN AT MD-543 AND SMITHSON RD (LWX),,
320,UNK,2 S INGLESIDE,FRANKLIN,NC,36.15,-78.29,POWER LINES DOWN (RAH),,
322,60,HAMILTON,BALTIMORE CITY,MD,39.34,-76.55,SEVERAL BRANCHES AND SOME TREES DOWN. (LWX),,
322,UNK,RIVIERA BEACH,ANNE ARUNDEL,MD,39.16,-76.51,TREES AND LIMBS DOWN (LWX),,
322,UNK,STEVENSVILLE,QUEEN ANNE'S,MD,38.98,-76.31,INITIAL WIND GUST 40 TO 50 MPH LOCALLY... WIRES DOWN ELSEWHERE. (PHI),,
322,UNK,1 NE ROSEDALE,BALTIMORE,MD,39.34,-76.5,LARGE OAK TREE APPROXIMATELY 3 FEET IN DIAMETER KNOCKED DOWN. (LWX),,
322,UNK,1 SSE EVERONA,ORANGE,VA,38.3,-77.96,ONE AND A HALF TO TWO FEET DIAMETER TREE BLOCKING ROADWAY OF RT 617 (LWX),,
322,UNK,2 NE LOUISBURG,FRANKLIN,NC,36.12,-78.26,TREE DOWN AT T K ALLEN ROAD AND HIGHWAY 561 (RAH),,
322,UNK,2 SW FALLS LAKE,WAKE,NC,35.9,-78.6,TREE DOWN AT FALLS OF NEUSE AND LITCHFORD RD. (RAH),,
323,UNK,CONOWINGO DAM,HARFORD,MD,39.65,-76.18,TREES DOWN ALONG SHURESVILLE ROAD NEAR CONOWINGO ROAD (LWX),,
323,UNK,ROMEOVILLE,WILL,IL,41.65,-88.09,STRONG WINDS KNOCKED DOWN LARGE TREE LIMBS APPROXIMATELY 4 INCHES IN DIAMETER ON A PARKED CAR NEAR THE SPOTTERS HOUSE AT HUDSON AND GENEVA STREETS IN ROMEOVILLE,TAKING (LOT),
323,UNK,3 SW SCARBORO,HARFORD,MD,39.62,-76.33,TREES DOWN (LWX),,
325,60,2 N HUNTINGTOWN,CALVERT,MD,38.64,-76.62,(LWX),,
325,65,DISPUTANTA,PRINCE GEORGE,VA,37.12,-77.23,NUMEROUS TREES DOWN (AKQ),,
325,67,1 W BALTIMORE INNER HAR,BALTIMORE CITY,MD,39.28,-76.62,(LWX),,
325,UNK,EASTON,TALBOT,MD,38.77,-76.08,TREES AND WIRES DOWN COUNTYWIDE... STARTING AT AROUND 1125 PM ON TILGMAN ISLAND. (PHI),,
325,UNK,1 E FRENCH HAY,HANOVER,VA,37.69,-77.45,TREES FALLING ON CARS ALONG INTERSTATE 95 NEAR EXIT 86. SEVERAL DOWNED TREES WEST OF ASHLAND. (AKQ),,
325,UNK,1 ENE BYNUM,HARFORD,MD,39.57,-76.35,TREES DOWN (LWX),,
325,UNK,1 NNE ROSEDALE,BALTIMORE,MD,39.34,-76.5,SEVERAL 8 TO 10 INCH DIAMETER TREES KNOCKED DOWN NEAR INTERSECTION OF KENWOOD AVE AND COCO RD. (LWX),,
327,UNK,1 NNE ROSEDALE,BALTIMORE,MD,39.34,-76.5,SEVERAL 8 TO 10 INCH DIAMETER TREES KNOCKED DOWN NEAR INTERSECTION OF KENWOOD AVE AND COCO RD. (LWX),,
328,UNK,RALEIGH,WAKE,NC,35.81,-78.64,TREE ON POWER LINES AT OXFORD RD. AND REAVES DR. (RAH),,
330,61,2 W SAINT INIGOES,ST. MARYS,MD,38.14,-76.43,(LWX),,
330,UNK,STEVENSVILLE,QUEEN ANNE'S,MD,38.98,-76.31,LARGE TREE LIMBS DOWN. LARGE CHIMNEY AND EXTERIOR WALL DAMAGE TO HOUSE. (PHI),,
330,UNK,3 SSE ROLESVILLE,WAKE,NC,35.89,-78.44,TREE DOWN ON MITCHEL MILL RD. (RAH),,
330,UNK,3 SW NEW HOPE,WAKE,NC,35.78,-78.59,TREES DOWN AT HAVEN RD AND DONALD ROSS RD. (RAH),,
330,UNK,4 SW NEW HOPE,WAKE,NC,35.76,-78.6,TREE ON POWER LINE AT 2801 GLADSTONE DR. (RAH),,
332,UNK,2 E HOLLY SPRINGS,WAKE,NC,35.66,-78.79,TREE DOWN AT 102 DONAGHER CT. (RAH),,
332,UNK,2 NNW FUQUAY-VARINA,WAKE,NC,35.62,-78.81,TREE DOWN AT BROAD ST. AND WADE-NASH RD. (RAH),,
332,UNK,2 S HOLLY SPRINGS,WAKE,NC,35.63,-78.84,TREE DOWN ON PINEY GROVE-WILBON RD. (RAH),,
334,62,2 ENE PATUXENT RIVER NA,ST. MARYS,MD,38.28,-76.41,(LWX),,
334,UNK,NARVON,LANCASTER,PA,40.1,-75.98,LARGE TREE...APPROXIMATELY 30-INCH DIAMETER....BLOWN DOWN. (CTP),,
335,UNK,BENSON,HARFORD,MD,39.51,-76.38,LARGE TREES DOWN ALONG BEL AIR BYPASS (LWX),,
335,UNK,1 WSW GARNER,WAKE,NC,35.69,-78.65,TREE DOWN AT OLD STAGE RD. AND VANDORA SPRINGS RD. (RAH),,
335,UNK,2 N FUQUAY-VARINA,WAKE,NC,35.62,-78.79,MULTIPLE TREES DOWN ALONG JAMES SLAUGHTER RD...AT OLD POWELL RD...BASS LAKE RD...AND WHITE MEADOWS DR. (RAH),,
335,UNK,2 SSE LAKE WHEELER,WAKE,NC,35.67,-78.71,TREE DOWN AT LAKE WHEELER RD. AND TEN-TEN RD. (RAH),,
335,UNK,2 SSW BYNUM,HARFORD,MD,39.55,-76.38,TREE ACROSS IPSWICH DR (LWX),,
335,UNK,3 E GARNER,WAKE,NC,35.69,-78.58,TREE DOWN AT TIMBER DR. AND WHITE OAK RD. (RAH),,
335,UNK,3 ESE GARNER,WAKE,NC,35.67,-78.58,TREE DOWN AT ACKERMAN RD. AND COALYARD DR. (RAH),,
335,UNK,3 SSW LAKE WHEELER,WAKE,NC,35.66,-78.74,TREE DOWN AT 3012 OPTIMIST FARM RD. (RAH),,
336,58,1 N BALTIMORE MARTIN ST,BALTIMORE,MD,39.34,-76.42,(LWX),,
337,UNK,GRANT PARK,KANKAKEE,IL,41.24,-87.64,HEGGS ROAD,200 FEET SOUTH OF 119TH STREET 10-12 INCH IN DIAMETER TREE IN ROADWAY. COMPLETE LANE OBSTRUCTION. (LOT),
338,UNK,3 ESE PARK HALL,ST. MARYS,MD,38.2,-76.38,TREES DOWN ACROSS ST. JAMES CHURCH RD (LWX),,
338,UNK,4 S FUQUAY-VARINA,HARNETT,NC,35.54,-78.8,POWER LINES DOWN NEAR FUQUAY VARINA. (RAH),,
339,UNK,2 WSW CARSINS,HARFORD,MD,39.52,-76.25,TREE DOWN ON JAMES RUN RD (LWX),,
340,UNK,WAKEFIELD,SUSSEX,VA,36.97,-76.99,LARGE TREE BRANCHES PARTIALLY BLOCKING US 460 (AKQ),,
340,UNK,1 E BRADSHAW,HARFORD,MD,39.42,-76.37,TREE DOWN ONTO TOWNHOUSE ALONG PLAZA CIRCLE (LWX),,
340,UNK,1 N JOPPATOWNE,HARFORD,MD,39.42,-76.35,TREE DEBRIS IN ROAD (LWX),,
340,UNK,4 NW SPRING HOPE,FRANKLIN,NC,35.98,-78.17,TREE DOWN SEVEN PATHS ROAD AND ARTHUR WILDER ROAD (RAH),,
344,UNK,ANGIER,HARNETT,NC,35.51,-78.74,POWER LINES DOWN IN ANGIER. (RAH),,
345,60,GLOUCESTER,GLOUCESTER,VA,37.41,-76.53,NUMEROUS TREES DOWNED ALONG HIGHWAY 14...NE OF GLOUCESTER (AKQ),,
345,70,BRIDGEVILLE,SUSSEX,DE,38.74,-75.6,(PHI),,
345,UNK,EDGEWOOD,HARFORD,MD,39.42,-76.29,TREES DOWN (LWX),,
345,UNK,MILLINGTON,KENT,MD,39.26,-75.84,LARGE LIMBS DOWN (PHI),,
346,UNK,5 SW ANGIER,HARNETT,NC,35.46,-78.79,TREE DOWN ON HARNETT CENTRAL RD. (RAH),,
348,UNK,2 ENE EDGEWOOD,HARFORD,MD,39.43,-76.27,TREE DOWN ON LABURNUM ROAD (LWX),,
349,UNK,1 NW BELCAMP,HARFORD,MD,39.47,-76.24,TREE DOWN ONTO TOWNHOUSE ALONG PEARSON PLACE (LWX),,
353,71,FRANKLIN,CITY OF FRANKLIN,VA,36.68,-76.94,(AKQ),,
355,74,FRANKLIN/J_B_ROSE,ISLE OF WIGHT,VA,36.7,-76.9,(AKQ),,
355,UNK,CAMBRIDGE,DORCHESTER,MD,38.56,-76.08,TIME IS APPROXIMATE AND BASED ON RADAR ESTIMATE. NUMEROUS TREES DOWN...AWNING BLOWN OFF RESIDENCE IN CAMBRIDGE CREEK (AKQ),,
355,UNK,JAMESTOWN,JAMES CITY,VA,37.22,-76.76,LARGE TREE DOWNED BLOCKING ROAD NEAR INTERSECTION OF GREEN SPRINGS AND TYLER IN JAMESTOWN (AKQ),,
355,UNK,1 S ABERDEEN,HARFORD,MD,39.49,-76.17,TREE DOWN ON MARYLAND 715 (LWX),,
355,UNK,2 WSW WILSON,WILSON,NC,35.72,-77.96,TREE DOWN ON NEAL DR. AT US-42. (RAH),,
356,63,FORT EUSTIS,CITY OF NEWPORT NE,VA,37.13,-76.62,(AKQ),,
356,70,RANSOM,LA SALLE,IL,41.16,-88.66,ESTIMATED 60 TO 70 MPH WINDS (LOT),,
357,UNK,1 NW BELCAMP,HARFORD,MD,39.48,-76.25,TREE DOWN BLOCKING ROAD (LWX),,
400,62,WINDSOR,ISLE OF WIGHT,VA,36.81,-76.74,(AKQ),,
400,70,HARRINGTON,KENT,DE,38.92,-75.57,TREES DOWN. (PHI),,
400,UNK,LINCOLN,SUSSEX,DE,38.87,-75.42,LARGE LIMBS DOWN. (PHI),,
400,UNK,SEAFORD,SUSSEX,DE,38.65,-75.62,LARGE LIMBS DOWN (PHI),,
402,UNK,CAMBRIDGE,DORCHESTER,MD,38.56,-76.08,NUMEROUS TREES DOWN...AWNING BLOWN OFF RESIDENCE IN CAMBRIDGE CREEK (AKQ),,
405,UNK,3 SSW WILSON,WILSON,NC,35.69,-77.94,WILLOW SPRINGS GOLF CLUB REPORTED 38 TREES BLOWN DOWN. (RAH),,
406,UNK,WARWICK,CECIL,MD,39.42,-75.78,TREES AND WIRES REPORTED DOWN IN THE WARWICK AREA. ALSO... DAMAGE TO BUILDINGS REPORTED. (PHI),,
408,UNK,SALISBURY,WICOMICO,MD,38.37,-75.59,NUMEROUS TREES DOWN IN SALISBURY (AKQ),,
410,60,GATES,GATES,NC,36.5,-76.77,(AKQ),,
410,UNK,ODESSA,NEW CASTLE,DE,39.46,-75.66,LARGE TREE LIMBS DOWN (PHI),,
410,UNK,ODESSA,NEW CASTLE,DE,39.46,-75.66,TREES DOWN (PHI),,
410,UNK,SMITHFIELD,ISLE OF WIGHT,VA,36.98,-76.62,TREES DOWN...ESTIMATED WIND GUST 60 MPH (AKQ),,
411,72,1 W CARBON HILL,GRUNDY,IL,41.3,-88.32,(LOT),,
414,UNK,NEW LENOX,WILL,IL,41.52,-87.98,DOWNED POWER LINES NORTH OF FRANCES ROAD AND JUST EAST OF CEDAR ROAD. TIME ESTIMATED. (LOT),,
415,UNK,ELKTON,CECIL,MD,39.6,-75.82,*** 1 INJ *** MUMEROUS TREES AND POWER LINES DOWN COUNTYWIDE. ABOUT THIRTY-FIVE ROADWAYS WITH TREES DOWN ACROSS THEM. CHESAPEAKE CITY MULTIPLE LARGE TREES INTO HOMES WI (PHI),,
415,UNK,ELKTON,CECIL,MD,39.6,-75.82,*** 1 INJ *** MUMEROUS TREES AND POWER LINES DOWN COUNTYWIDE. ABOUT THIRTY-FIVE ROAWAYS WITH TREES DOWN ACROSS THEM. CHESAPEAKE CITY MULTIPLE LARGE TREES INTO HOMES WIT (PHI),,
415,UNK,ELKTON,CECIL,MD,39.6,-75.82,*** 1 INJ *** NUMEROUS TREES AND POWER LINES DOWN COUNTYWIDE. ABOUT THIRTY-FIVE ROADWAYS WITH TREES DOWN ACROSS THEM. CHESAPEAKE CITY MULTIPLE LARGE TREES INTO HOMES WI (PHI),,
415,UNK,LEWES,SUSSEX,DE,38.78,-75.15,LARGE LIMBS BROKEN. (PHI),,
415,UNK,MIDDLETOWN,NEW CASTLE,DE,39.45,-75.71,MULTIPLE TREES REPORTED DOWN IN MIDDLETOWN. (PHI),,
416,UNK,MILLSBORO,SUSSEX,DE,38.59,-75.29,LARGE LIMBS DOWN. (PHI),,
417,UNK,GRAFTON,YORK,VA,37.16,-76.47,LARGE OAK TREE DOWN WITH SEVERAL ADDITIONAL LARGE BRANCHES DOWN IN GRAFTON. (AKQ),,
420,UNK,DOVER,KENT,DE,39.16,-75.52,LIMBS DOWN. (PHI),,
420,UNK,FELTON,KENT,DE,39.01,-75.58,LARGE LIMBS DOWN (PHI),,
421,UNK,SELBYVILLE,SUSSEX,DE,38.46,-75.22,TREES DOWN. (PHI),,
424,61,PORTSMOUTH,CITY OF PORTSMOUTH,VA,36.84,-76.3,61 MPH GUST MEASURED AT PORTSMOUTH EOC (AKQ),,
425,UNK,MIDDLETOWN,NEW CASTLE,DE,39.45,-75.71,POLES SNAPPED. WIND GUSTS ESTIMATED IN EXCESS OF 70 MPH. (PHI),,
427,64,HAMPTON,CITY OF HAMPTON,VA,37.05,-76.3,(AKQ),,
430,58,KIPTOPEKE,NORTHAMPTON,VA,37.14,-75.96,(AKQ),,
430,66,CHESA BAY BRDG TNL,ANZ634,VA,36.97,-76.11,(AKQ),,
430,UNK,CRISFIELD,SOMERSET,MD,37.98,-75.86,NUMEROUS TREES DOWN (AKQ),,
430,UNK,DOZIERS CORNER,CITY OF CHESAPEAKE,VA,36.76,-76.27,MULTIPLE TREES DOWN. (AKQ),,
430,UNK,1 SW PHOEBUS,CITY OF HAMPTON,VA,37.01,-76.33,TREES DOWN ON MALLORY RD (AKQ),,
433,60,SYRACUSE,HAMILTON,KS,37.98,-101.75,(DDC),,
433,62,PEOTONE,WILL,IL,41.33,-87.8,(LOT),,
435,UNK,3 WSW STAFFORD,STAFFORD,VA,38.4,-77.45,LARGE OAK TREES DOWN ON HWY. AT RT 1 AND LAYHILL AVE... BLOCKING 3 LANES (LWX),,
440,59,NEWPORT,CUMBERLAND,NJ,39.3,-75.18,(PHI),,
442,63,NWLON CAPE HENRY,CITY OF VIRGINIA B,VA,36.93,-76.01,(AKQ),,
443,61,OCEANA NAS,CITY OF VIRGINIA B,VA,36.82,-76.03,(AKQ),,
445,62,UPPER DEERFIELD TWP,CUMBERLAND,NJ,39.48,-75.21,(PHI),,
445,UNK,ELMER,SALEM,NJ,39.59,-75.17,LARGE LIMBS DOWN (PHI),,
445,UNK,PORT NORRIS,CUMBERLAND,NJ,39.25,-75.04,TREE LIMBS DOWN (PHI),,
445,UNK,VINELAND,CUMBERLAND,NJ,39.46,-75,DESCRIBED AS STRUCTURAL DAMAGE. (PHI),,
445,UNK,WOODBINE,CAPE MAY,NJ,39.23,-74.81,LARGE LIMBS DOWN (PHI),,
450,59,NEWPORT,CUMBERLAND,NJ,39.3,-75.18,10 MINUTE DURATION. (PHI),,
450,60,SEA ISLE CITY,CAPE MAY,NJ,39.15,-74.7,ESTIMATED GUST GREATER THAN 60 MPH. (PHI),,
450,67,BIVALVE,CUMBERLAND,NJ,39.23,-75.03,(PHI),,
450,UNK,BAY COLONY,WORCESTER,MD,38.4,-75.16,LARGE TREE ON HOME IN OCEAN PINES WITH SEVERAL ADDITIONAL TREES DOWN. (AKQ),,
450,UNK,CENTERTON,SALEM,NJ,39.53,-75.17,*** 2 FATAL *** PINE TREE FELL ON TENT CAUSING TWO FATALITIES IN PARVIN STATE PARK. (PHI),,
452,63,MILLVILLE,CUMBERLAND,NJ,39.39,-75.05,MILLVILLE MUNICIPAL AIRPORT (PHI),,
455,UNK,1 SSW IONA,GLOUCESTER,NJ,39.59,-75.07,MANY TREES DOWN. (PHI),,
457,67,MILLVILLE,CUMBERLAND,NJ,39.39,-75.05,MILLVILLE MUNICIPAL AIRPORT (PHI),,
500,60,ESTELL MANOR,ATLANTIC,NJ,39.35,-74.77,TREES AND WIRES DOWN. (PHI),,
500,64,VINELAND,CUMBERLAND,NJ,39.46,-75,64 MPH GUST RECORDED IN VINELAND. (PHI),,
500,UNK,ATCO,CAMDEN,NJ,39.77,-74.89,LARGE LIMBS DOWN (PHI),,
500,UNK,AVALON,CAPE MAY,NJ,39.09,-74.74,LARGE LIMBS DOWN (PHI),,
500,UNK,BRIDGETON,CUMBERLAND,NJ,39.43,-75.23,NUMEROUS TREES KNOCKED DOWN. (PHI),,
500,UNK,BUENA,ATLANTIC,NJ,39.53,-74.94,TREE ONTO HOUSE... WIND GUSTS ESTIMATED OVER 60 MPH. (PHI),,
500,UNK,EGG HARBOR TWP,ATLANTIC,NJ,39.36,-74.64,LARGE LIMBS DOWN. (PHI),,
500,UNK,MAYS LANDING,ATLANTIC,NJ,39.45,-74.72,NUMEROUS TREES DOWN. (PHI),,
500,UNK,NORTHFIELD,ATLANTIC,NJ,39.37,-74.55,NUMEROUS TREES DOWN... ROADWAYS BLOCKED. (PHI),,
500,UNK,OCEAN CITY,CAPE MAY,NJ,39.27,-74.6,TREES DOWN. GUSTS ESTIMATED AT GREATER THAN 60 MPH. (PHI),,
500,UNK,VINELAND,CUMBERLAND,NJ,39.46,-75,TREES DOWN. (PHI),,
505,74,ABSECON,ATLANTIC,NJ,39.43,-74.5,(PHI),,
505,UNK,ABSECON,ATLANTIC,NJ,39.43,-74.5,NUMEROUS TREES AND WIRES DOWN. AT LEAST ONE TREE THROUGH A HOME. (PHI),,
505,UNK,EGG HARBOR CITY,ATLANTIC,NJ,39.56,-74.6,TREES DOWN. (PHI),,
505,UNK,LINWOOD,ATLANTIC,NJ,39.34,-74.57,TREES DOWN. (PHI),,
505,UNK,MARGATE CITY,ATLANTIC,NJ,39.33,-74.51,80 FOOT TREE KNOCKED DOWN. (PHI),,
508,UNK,MIDDLE TWP,CAPE MAY,NJ,39.07,-74.85,TREES DOWN INCLUDING ONE ACROSS U.S. ROUTE 9 (PHI),,
510,65,ELDORA,CAPE MAY,NJ,39.22,-74.91,MEASURED WIND GUST (PHI),,
510,UNK,EGG HARBOR TWP,ATLANTIC,NJ,39.36,-74.64,NUMEROUS TREES DOWN. (PHI),,
510,UNK,MARMORA,CAPE MAY,NJ,39.27,-74.65,LARGE LIMBS DOWN. (PHI),,
510,UNK,MIDDLE TWP,CAPE MAY,NJ,39.07,-74.85,NUMEROUS REPORTS OF WIRES DOWN THRUT CAPE MAY COUNTY. (PHI),,
511,66,ATLANTIC CITY,ATLANTIC,NJ,39.38,-74.45,(PHI),,
513,58,ATLANTIC CITY AIRPORT,ATLANTIC,NJ,39.46,-74.58,(PHI),,
515,64,MULLICA TWP,ATLANTIC,NJ,39.6,-74.67,(PHI),,
515,UNK,GOSHEN,CAPE MAY,NJ,39.14,-74.85,TREES DOWN . (PHI),,
515,UNK,MAYS LANDING,ATLANTIC,NJ,39.45,-74.72,TREES DOWN. (PHI),,
515,UNK,SOMERS POINT,ATLANTIC,NJ,39.32,-74.61,TREES AND WIRES DOWN... SHINGLES OFF HOMES. (PHI),,
515,UNK,VENTNOR CITY,ATLANTIC,NJ,39.34,-74.48,TREES DOWN (PHI),,
517,UNK,MAURICE RIVER,CUMBERLAND,NJ,39.23,-75.03,TREES DOWN ON GLADE ROAD. (PHI),,
518,UNK,DELMONT,CUMBERLAND,NJ,39.21,-74.95,DOWNED WIRES. (PHI),,
520,UNK,ATLANTIC CITY,ATLANTIC,NJ,39.38,-74.45,TREES DOWN. (PHI),,
520,UNK,PLEASANTVILLE,ATLANTIC,NJ,39.39,-74.52,LIMBS DOWN. (PHI),,
528,UNK,VILLAS,CAPE MAY,NJ,39.02,-74.94,POLES AND WIRES DOWN IN LOWER TOWNSHIP. ALSO TREES DOWN AT MRYTLE AND PINE STREETS. (PHI),,
528,UNK,VILLAS,CAPE MAY,NJ,39.02,-74.94,POLES AND WIRES DOWN IN LOWER TOWNSHIP. (PHI),,
530,60,TUCKERTON,OCEAN,NJ,39.6,-74.33,(PHI),,
530,UNK,ABSECON,ATLANTIC,NJ,39.43,-74.5,WIDESPREAD NUMB ER OF TREES AND WIRES DOWN (PHI),,
530,UNK,ABSECON,ATLANTIC,NJ,39.43,-74.5,WIDESPREAD NUMBER OF TREES AND WIRES DOWN (PHI),,
540,81,TUCKERTON,OCEAN,NJ,39.6,-74.33,(PHI),,
600,64,ATLANTIC CITY,ATLANTIC,NJ,39.38,-74.45,64 MPH GUST RECORDED AT THE ATLANTIC CITY MARINA. (PHI),,
